repo,url,stars,language,created_at,age_years,merged_pull_requests,total_releases,pushed_at,days_since_update,open_issues,closed_issues,closed_issues_ratio
nexu-io/open-design,https://github.com/nexu-io/open-design,89195,TypeScript,2026-04-28T04:25:20Z,0.31,2871,27,2026-08-19T12:56:56Z,0,442,1347,0.7529
gin-gonic/gin,https://github.com/gin-gonic/gin,89083,Go,2014-06-16T23:57:25Z,12.17,1248,29,2026-08-15T05:44:19Z,4,604,1797,0.7484
zed-industries/zed,https://github.com/zed-industries/zed,88875,Rust,2021-02-20T03:01:06Z,5.49,26431,1000,2026-08-19T12:20:44Z,0,2521,20007,0.8881
astral-sh/uv,https://github.com/astral-sh/uv,88873,Rust,2023-10-02T20:24:11Z,2.88,10132,303,2026-08-19T12:56:11Z,0,2360,6869,0.7443
infiniflow/ragflow,https://github.com/infiniflow/ragflow,88821,Go,2023-12-12T06:13:13Z,2.69,8502,53,2026-08-19T12:06:31Z,0,1307,6328,0.8288
localsend/localsend,https://github.com/localsend/localsend,88707,Dart,2022-12-16T00:46:07Z,3.67,732,26,2026-08-19T01:45:43Z,0,983,799,0.4484
ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,88622,TypeScript,2023-03-10T18:27:54Z,3.44,912,77,2026-08-11T02:07:25Z,8,707,2906,0.8043
addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,88517,JavaScript,2026-02-15T20:20:26Z,0.5,133,9,2026-08-14T18:51:33Z,4,59,76,0.563
MunGell/awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,88514,,2015-10-24T19:53:36Z,10.82,484,0,2026-07-25T07:00:20Z,25,20,194,0.9065
django/django,https://github.com/django/django,88474,Python,2012-04-28T02:47:18Z,14.31,10690,0,2026-08-19T11:53:56Z,0,0,0,
sveltejs/svelte,https://github.com/sveltejs/svelte,87980,JavaScript,2016-11-20T18:13:05Z,9.74,6785,635,2026-08-19T02:21:15Z,0,962,8208,0.8951
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,87913,Python,2020-05-08T10:38:16Z,6.28,3199,33,2026-07-22T11:59:34Z,28,160,10558,0.9851
syncthing/syncthing,https://github.com/syncthing/syncthing,87783,Go,2013-11-26T09:48:21Z,12.73,2929,479,2026-08-19T11:10:38Z,0,359,5602,0.9398
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,87320,,2023-09-18T20:52:03Z,2.92,23,0,2025-04-04T17:30:30Z,501,44,20,0.3125
odysseus-dev/odysseus,https://github.com/odysseus-dev/odysseus,85718,Python,2026-05-31T14:05:51Z,0.22,1431,0,2026-08-19T12:34:51Z,0,977,1106,0.531
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,85133,TypeScript,2025-06-22T08:02:17Z,1.16,192,3,2026-08-10T16:38:36Z,8,267,98,0.2685
laravel/laravel,https://github.com/laravel/laravel,84825,Blade,2011-06-08T03:06:08Z,15.2,1710,227,2026-08-18T13:45:25Z,0,0,0,
macrozheng/mall,https://github.com/macrozheng/mall,84575,Java,2018-04-04T01:11:44Z,8.38,1,3,2026-05-14T08:32:05Z,97,11,494,0.9782
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,84469,TypeScript,2024-03-13T03:33:31Z,2.43,7504,133,2026-08-19T12:48:58Z,0,281,4243,0.9379
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,84151,Python,2019-10-03T17:31:21Z,6.87,309,0,2025-12-27T14:22:30Z,234,37,71,0.6574
DopplerHQ/awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,84118,,2015-11-28T09:48:17Z,10.72,175,0,2024-07-29T14:21:23Z,750,27,34,0.5574
realworld-apps/realworld,https://github.com/realworld-apps/realworld,84107,TypeScript,2016-02-26T20:49:53Z,10.48,435,0,2026-08-13T21:19:04Z,5,26,523,0.9526
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,83123,,2016-10-21T17:02:11Z,9.82,283,0,2026-07-07T17:42:10Z,42,0,0,
koala73/worldmonitor,https://github.com/koala73/worldmonitor,83115,TypeScript,2026-01-08T17:26:06Z,0.61,4623,43,2026-08-19T11:38:23Z,0,245,1384,0.8496
animate-css/animate.css,https://github.com/animate-css/animate.css,82735,CSS,2011-10-12T10:07:38Z,14.85,315,22,2024-07-29T19:34:21Z,750,43,843,0.9515
junegunn/fzf,https://github.com/junegunn/fzf,82578,Go,2013-10-23T16:04:23Z,12.82,687,84,2026-08-17T03:11:26Z,2,266,2939,0.917
fighting41love/funNLP,https://github.com/fighting41love/funNLP,82545,Python,2018-08-21T11:20:39Z,7.99,14,0,2024-05-10T07:38:24Z,831,44,48,0.5217
vitejs/vite,https://github.com/vitejs/vite,82407,TypeScript,2020-04-21T05:03:57Z,6.33,6608,713,2026-08-19T12:16:23Z,0,496,8299,0.9436
tonsky/FiraCode,https://github.com/tonsky/FiraCode,81933,Clojure,2014-11-11T19:32:38Z,11.77,145,29,2026-07-28T17:02:16Z,21,422,965,0.6957
lobehub/lobehub,https://github.com/lobehub/lobehub,81819,TypeScript,2023-05-21T07:19:12Z,3.25,7885,1000,2026-08-19T12:37:14Z,0,297,6102,0.9536
mlabonne/llm-course,https://github.com/mlabonne/llm-course,81815,,2023-06-17T22:16:25Z,3.17,2,0,2026-02-05T13:09:26Z,194,66,33,0.3333
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,81459,Go,2018-05-19T00:53:06Z,8.25,2046,186,2026-08-19T04:53:04Z,0,855,1843,0.6831
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot,81322,Java,2012-10-19T15:02:57Z,13.83,200,352,2026-08-17T19:53:26Z,1,524,42419,0.9878
bytedance/deer-flow,https://github.com/bytedance/deer-flow,80306,Python,2025-05-07T02:50:19Z,1.28,1774,1,2026-08-18T15:14:17Z,0,542,1331,0.7106
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,80252,Roff,2020-01-05T04:11:06Z,6.62,1,0,2025-10-18T13:39:24Z,304,110,80,0.4211
netdata/netdata,https://github.com/netdata/netdata,80228,Go,2013-06-17T18:39:10Z,13.17,12921,138,2026-08-19T12:40:21Z,0,192,8115,0.9769
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,80171,Python,2016-10-18T07:29:07Z,9.83,560,5,2026-08-09T13:38:47Z,9,0,0,
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,80057,TypeScript,2019-08-21T13:15:24Z,6.99,2140,107,2026-08-16T19:17:55Z,2,567,1938,0.7737
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,79832,JavaScript,2020-07-09T10:34:22Z,6.11,1569,0,2026-07-31T00:50:25Z,19,168,1227,0.8796
Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,79803,TypeScript,2026-03-15T02:30:51Z,0.43,123,8,2026-08-11T14:13:37Z,7,108,135,0.5556
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,79799,Python,2017-08-23T04:40:24Z,8.99,1019,16,2024-07-30T09:32:19Z,750,0,0,
doocs/advanced-java,https://github.com/doocs/advanced-java,79065,Java,2018-10-06T11:38:30Z,7.87,94,1,2026-06-25T02:21:18Z,55,0,149,1.0
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,79031,Python,2020-04-11T09:21:31Z,6.35,59,0,2026-08-02T16:54:01Z,16,118,406,0.7748
coder/code-server,https://github.com/coder/code-server,78943,TypeScript,2019-02-27T16:50:41Z,7.47,1750,253,2026-08-18T00:01:59Z,1,147,3717,0.962
paperclipai/paperclip,https://github.com/paperclipai/paperclip,78851,TypeScript,2026-03-02T15:01:51Z,0.46,1763,20,2026-08-19T12:13:06Z,0,2103,770,0.268
ventoy/Ventoy,https://github.com/ventoy/Ventoy,78816,C,2020-03-10T15:19:19Z,6.44,302,115,2026-08-06T04:51:23Z,13,896,1935,0.6835
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,78672,Python,2024-05-09T09:48:50Z,2.28,224,20,2026-08-19T12:23:26Z,0,35,984,0.9657
awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,78143,,2014-11-20T06:20:50Z,11.75,188,1,2026-08-04T19:54:53Z,14,82,49,0.374
Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,78032,JavaScript,2026-02-19T21:44:05Z,0.49,8,0,2026-08-17T22:57:24Z,1,29,12,0.2927
opendatalab/MinerU,https://github.com/opendatalab/MinerU,77977,Python,2024-02-29T08:52:34Z,2.47,1539,186,2026-08-19T10:42:08Z,0,54,2285,0.9769
elastic/elasticsearch,https://github.com/elastic/elasticsearch,77839,Java,2010-02-08T13:20:56Z,16.52,95518,260,2026-08-19T12:34:19Z,0,4671,42316,0.9006
tensorflow/models,https://github.com/tensorflow/models,77651,Python,2016-02-05T01:15:20Z,10.54,2345,51,2026-08-17T23:06:28Z,1,1075,6247,0.8532
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,77585,MDX,2022-12-16T16:04:50Z,3.67,342,0,2026-03-11T20:09:13Z,160,181,74,0.2902
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,77403,C++,2023-03-27T18:49:32Z,3.39,938,38,2025-05-27T20:05:19Z,448,730,1494,0.6718
FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,76842,JavaScript,2012-02-17T14:19:43Z,14.5,222,65,2026-07-15T18:15:53Z,34,290,19643,0.9855
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,76693,Java,2018-12-06T08:01:22Z,7.7,63,0,2026-06-12T13:49:06Z,67,18,43,0.7049
rtk-ai/rtk,https://github.com/rtk-ai/rtk,76625,Rust,2026-01-22T16:54:16Z,0.57,549,279,2026-08-19T12:41:36Z,0,980,448,0.3137
nestjs/nest,https://github.com/nestjs/nest,76403,TypeScript,2017-02-04T20:12:52Z,9.53,8699,158,2026-08-19T08:49:08Z,0,6,5854,0.999
grafana/grafana,https://github.com/grafana/grafana,76305,TypeScript,2013-12-11T15:59:56Z,12.68,69433,640,2026-08-19T12:58:00Z,0,2742,42173,0.939
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,76273,,2017-03-05T20:25:17Z,9.45,430,0,2025-09-16T18:34:24Z,336,80,105,0.5676
redis/redis,https://github.com/redis/redis,76040,C,2009-03-21T22:32:25Z,17.41,4762,150,2026-08-19T05:24:19Z,0,2259,4801,0.68
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,75988,C++,2014-08-12T18:04:59Z,12.02,1467,36,2026-08-17T06:09:36Z,2,436,2329,0.8423
ocornut/imgui,https://github.com/ocornut/imgui,75728,C++,2014-07-21T14:29:47Z,12.08,427,122,2026-08-19T11:39:50Z,0,1046,5874,0.8488
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,75720,Dart,2021-06-16T12:56:48Z,5.17,3895,142,2026-08-11T13:01:19Z,8,895,3319,0.7876
typicode/json-server,https://github.com/typicode/json-server,75691,JavaScript,2013-11-27T13:21:13Z,12.72,171,49,2026-03-23T19:40:00Z,148,617,576,0.4828
openai/openai-cookbook,https://github.com/openai/openai-cookbook,75352,Jupyter Notebook,2022-03-11T02:08:53Z,4.44,1082,0,2026-08-19T09:58:29Z,0,79,742,0.9038
obsproject/obs-studio,https://github.com/obsproject/obs-studio,75195,C,2013-10-01T02:40:31Z,12.88,5563,247,2026-08-15T00:34:08Z,4,799,4389,0.846
D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,75124,Python,2024-10-13T20:29:53Z,1.85,104,52,2026-08-18T23:03:35Z,0,2,147,0.9866
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,75037,HTML,2021-10-20T13:43:42Z,4.83,319,5,2026-08-13T14:21:23Z,5,130,108,0.4538
caddyserver/caddy,https://github.com/caddyserver/caddy,75019,Go,2015-01-13T19:45:03Z,11.59,2393,136,2026-08-19T03:07:24Z,0,201,4401,0.9563
shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,74653,Python,2025-06-29T15:34:15Z,1.14,82,0,2026-08-18T17:42:28Z,0,35,165,0.825
python/cpython,https://github.com/python/cpython,74407,Python,2017-02-10T19:23:51Z,9.52,62668,0,2026-08-19T12:48:33Z,0,7024,70701,0.9096
enaqx/awesome-react,https://github.com/enaqx/awesome-react,74335,,2014-08-06T05:31:44Z,12.04,798,0,2026-07-20T07:31:52Z,30,5,122,0.9606
apache/superset,https://github.com/apache/superset,74311,Python,2015-07-21T18:55:34Z,11.08,19684,267,2026-08-19T11:03:15Z,0,210,12449,0.9834
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,74228,Python,2023-05-28T10:09:12Z,3.23,1019,36,2026-08-18T11:49:47Z,1,995,7034,0.8761
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,74218,Python,2023-11-14T17:53:32Z,2.76,83,0,2026-08-14T17:20:50Z,4,121,284,0.7012
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,74069,Python,2014-07-15T19:11:19Z,12.09,928,0,2026-08-11T21:49:59Z,7,1,117,0.9915
Eugeny/tabby,https://github.com/Eugeny/tabby,74001,TypeScript,2016-12-23T09:06:10Z,9.65,1580,209,2026-08-18T04:03:25Z,1,2703,3622,0.5726
unionlabs/union,https://github.com/unionlabs/union,73851,Rust,2023-05-16T22:33:39Z,3.26,3128,113,2026-07-25T18:20:02Z,24,128,1714,0.9305
twitter/the-algorithm,https://github.com/twitter/the-algorithm,73832,Scala,2023-03-27T14:57:57Z,3.39,2,0,2025-09-08T18:40:54Z,344,330,752,0.695
datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,73749,Python,2025-09-07T09:50:24Z,0.95,171,3,2026-08-18T06:51:35Z,1,62,247,0.7994
unslothai/unsloth,https://github.com/unslothai/unsloth,73736,Python,2023-11-29T16:50:09Z,2.72,3513,54,2026-08-19T12:57:49Z,0,914,3267,0.7814
thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,73571,MDX,2017-10-16T10:12:36Z,8.84,180,2,2026-08-14T05:59:25Z,5,3,152,0.9806
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,73538,,2015-10-20T00:16:14Z,10.83,3655,0,2026-07-24T10:16:04Z,26,41,193,0.8248
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,73385,,2017-12-27T03:46:40Z,8.64,37,0,2026-01-04T03:51:47Z,227,0,0,
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,73306,Jupyter Notebook,2022-08-10T14:36:44Z,4.02,5,0,2024-06-18T01:53:49Z,792,540,200,0.2703
strapi/strapi,https://github.com/strapi/strapi,72967,TypeScript,2015-09-30T15:34:48Z,10.88,10373,541,2026-08-19T12:56:22Z,0,251,11948,0.9794
Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,72965,Python,2026-02-24T02:10:24Z,0.48,172,7,2026-08-12T03:39:49Z,7,65,139,0.6814
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,72930,PHP,2012-02-19T01:30:18Z,14.5,709,30,2026-08-19T10:33:47Z,0,8,319,0.9755
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,72829,,2014-07-17T08:51:11Z,12.09,885,0,2026-08-19T05:32:17Z,0,233,360,0.6071
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,72791,Python,2025-10-17T07:15:01Z,0.84,38,0,2026-08-10T21:45:44Z,8,132,11,0.0769
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,72671,Jupyter Notebook,2024-11-28T10:42:52Z,1.72,505,0,2026-08-18T11:47:04Z,1,1,124,0.992
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,72517,Java,2019-03-01T03:27:48Z,7.47,583,55,2026-08-18T16:16:20Z,0,1547,4579,0.7475
juliangarnier/anime,https://github.com/juliangarnier/anime,72241,JavaScript,2016-03-13T21:37:45Z,10.43,87,37,2026-08-17T22:01:29Z,1,97,752,0.8857
hakimel/reveal.js,https://github.com/hakimel/reveal.js,72150,JavaScript,2011-06-07T18:54:22Z,15.2,415,51,2026-05-21T19:20:20Z,89,803,1710,0.6805
pallets/flask,https://github.com/pallets/flask,72136,Python,2010-04-06T11:11:59Z,16.37,1633,38,2026-08-16T18:35:35Z,2,0,2762,1.0
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,72113,Assembly,2014-04-03T15:45:02Z,12.38,0,0,2026-07-15T02:29:53Z,35,0,0,
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,72034,Python,2020-12-20T10:46:38Z,5.66,4303,56,2026-07-30T17:33:42Z,19,51,2274,0.9781
moby/moby,https://github.com/moby/moby,71984,Go,2013-01-18T18:10:57Z,13.58,23041,308,2026-08-19T12:03:01Z,0,3281,20309,0.8609
daytonaio/daytona,https://github.com/daytonaio/daytona,71966,,2024-02-06T08:21:20Z,2.53,2505,205,2026-07-24T07:12:07Z,26,312,932,0.7492
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,71737,C++,2014-08-26T15:52:15Z,11.98,9744,218,2026-08-19T10:11:04Z,0,123,6775,0.9822
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,71668,TypeScript,2022-07-31T18:45:21Z,4.05,9352,567,2026-08-19T09:57:29Z,0,603,3399,0.8493
nektos/act,https://github.com/nektos/act,71550,Go,2019-01-02T19:53:43Z,7.62,1061,97,2026-08-09T22:50:11Z,9,261,1082,0.8057
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,71370,Python,2019-11-19T17:24:16Z,6.75,144,0,2026-08-12T20:53:22Z,6,89,90,0.5028
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,71204,Python,2023-03-20T09:05:13Z,3.42,228,32,2026-01-25T12:33:10Z,206,298,1486,0.833
666ghj/MiroFish,https://github.com/666ghj/MiroFish,71192,Python,2025-11-26T04:23:02Z,0.73,27,3,2026-08-17T05:17:34Z,2,60,337,0.8489
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,70520,,2014-11-15T18:36:49Z,11.76,194,0,2023-05-04T12:49:34Z,1203,45,41,0.4767
ansible/ansible,https://github.com/ansible/ansible,70356,Python,2012-03-06T14:58:02Z,14.45,40060,252,2026-08-11T21:53:38Z,7,524,32913,0.9843
swiftlang/swift,https://github.com/swiftlang/swift,70259,Swift,2015-10-23T21:15:07Z,10.82,60688,70,2026-08-19T12:21:55Z,0,7639,10501,0.5789
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,69893,Python,2023-06-30T09:04:55Z,3.14,673,22,2026-01-21T10:12:33Z,210,16,958,0.9836
expressjs/express,https://github.com/expressjs/express,69382,JavaScript,2009-06-26T18:56:01Z,17.14,550,165,2026-08-01T09:58:10Z,18,105,3962,0.9742
base/node,https://github.com/base/node,68430,Shell,2023-02-01T13:55:02Z,3.54,275,86,2026-07-22T19:00:12Z,27,9,370,0.9763
ruvnet/ruflo,https://github.com/ruvnet/ruflo,68288,TypeScript,2025-06-02T21:24:20Z,1.21,565,1000,2026-08-19T06:22:54Z,0,570,1060,0.6503
code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,68078,TypeScript,2025-12-03T01:40:05Z,0.71,2646,236,2026-08-19T11:35:39Z,0,463,2088,0.8185
openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,68069,Rust,2023-07-14T07:10:44Z,3.1,436,64,2026-08-19T11:41:32Z,0,1,1101,0.9991
chartjs/Chart.js,https://github.com/chartjs/Chart.js,67642,JavaScript,2013-03-17T23:56:36Z,13.42,3018,117,2026-05-27T21:17:31Z,83,499,6819,0.9318
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,67395,Rust,2016-03-11T02:02:33Z,10.44,571,75,2026-08-04T13:59:44Z,14,118,1702,0.9352
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,67313,Python,2020-08-25T02:29:34Z,5.98,104,0,2026-01-22T04:26:00Z,209,28,115,0.8042
apache/echarts,https://github.com/apache/echarts,67093,TypeScript,2013-04-03T03:18:59Z,13.38,1524,125,2026-08-04T09:07:09Z,15,1365,18018,0.9296
gorhill/uBlock,https://github.com/gorhill/uBlock,67076,JavaScript,2015-04-01T17:51:11Z,11.38,0,288,2026-08-19T11:56:14Z,0,13,3433,0.9962
colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,67045,C,2026-01-18T21:45:37Z,0.58,458,30,2026-08-08T02:56:05Z,11,163,481,0.7469
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,66972,Python,2010-08-17T09:43:38Z,16.01,14714,50,2026-08-19T11:52:09Z,0,1542,10703,0.8741
headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,66857,Python,2026-01-07T19:58:51Z,0.61,1458,162,2026-08-19T07:18:30Z,0,245,684,0.7363
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,66696,,2020-05-06T14:40:35Z,6.28,978,0,2026-05-24T10:07:48Z,87,0,0,
xtekky/gpt4free,https://github.com/xtekky/gpt4free,66563,Python,2023-03-29T17:00:43Z,3.39,911,503,2026-08-13T12:29:10Z,6,2,2045,0.999
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,66558,,2014-07-11T13:35:34Z,12.1,421,0,2026-05-03T08:24:10Z,108,3,102,0.9714
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,66510,JavaScript,2018-09-04T13:27:04Z,7.95,269,0,2026-08-02T14:51:44Z,16,1,120,0.9917
cline/cline,https://github.com/cline/cline,66464,TypeScript,2024-07-06T07:28:10Z,2.12,4462,374,2026-08-19T11:32:56Z,0,660,3725,0.8495
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,66168,Java,2016-07-16T10:21:02Z,10.09,2392,0,2026-08-19T08:47:09Z,0,5,1244,0.996
facebook/docusaurus,https://github.com/facebook/docusaurus,65991,TypeScript,2017-06-20T16:13:53Z,9.16,5848,157,2026-08-13T14:19:29Z,5,294,3175,0.9152
webpack/webpack,https://github.com/webpack/webpack,65971,JavaScript,2012-03-10T10:08:14Z,14.44,6356,462,2026-08-19T11:14:09Z,0,59,10169,0.9942
prometheus/prometheus,https://github.com/prometheus/prometheus,65752,Go,2012-11-24T11:14:12Z,13.73,8843,377,2026-08-19T12:55:41Z,0,509,6036,0.9222
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,65740,C++,2024-05-30T09:18:10Z,2.22,8038,0,2026-08-19T11:54:01Z,0,499,1455,0.7446
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,65646,Rust,2018-02-17T22:40:20Z,8.5,1165,85,2026-08-13T14:46:28Z,5,18,2730,0.9934
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,65643,Dockerfile,2018-02-06T23:54:00Z,8.53,1,1,2024-08-07T03:19:12Z,742,4228,737,0.1484
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,65598,Jupyter Notebook,2021-03-03T16:27:36Z,5.46,312,0,2026-07-21T11:11:48Z,29,12,185,0.9391
Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,65467,TypeScript,2025-08-05T10:37:45Z,1.04,560,44,2026-08-17T01:46:12Z,2,109,490,0.818
santifer/career-ops,https://github.com/santifer/career-ops,65441,JavaScript,2026-04-04T18:21:18Z,0.37,1082,35,2026-08-19T12:58:36Z,0,187,844,0.8186
alacritty/alacritty,https://github.com/alacritty/alacritty,65426,Rust,2016-02-18T05:02:30Z,10.5,1937,108,2026-08-17T19:36:06Z,1,330,6016,0.948
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65316,,2019-06-12T08:26:27Z,7.19,327,0,2024-08-04T16:08:40Z,744,20,233,0.9209
kdn251/interviews,https://github.com/kdn251/interviews,65218,Java,2017-02-14T18:19:25Z,9.51,42,0,2025-05-12T12:56:04Z,464,35,24,0.4068
docling-project/docling,https://github.com/docling-project/docling,65153,Python,2024-07-09T07:50:26Z,2.11,1137,206,2026-08-19T12:52:34Z,0,896,1074,0.5452
localstack/localstack,https://github.com/localstack/localstack,65146,Python,2016-10-25T23:48:03Z,9.81,6814,106,2026-03-23T08:52:01Z,149,0,6178,1.0
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,64911,JavaScript,2023-06-04T02:29:14Z,3.21,1565,34,2026-08-19T01:33:39Z,0,296,3448,0.9209
shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,64698,HTML,2025-10-31T14:15:28Z,0.8,48,0,2026-08-19T06:38:38Z,0,4,48,0.9231
gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,64673,JavaScript,2025-12-14T14:17:12Z,0.68,1202,78,2026-05-31T17:46:54Z,79,0,1890,1.0
nocodb/nocodb,https://github.com/nocodb/nocodb,64590,TypeScript,2017-10-29T18:51:48Z,8.8,6481,198,2026-08-19T12:51:26Z,0,394,4357,0.9171
traefik/traefik,https://github.com/traefik/traefik,64494,Go,2015-09-13T19:04:02Z,10.93,5522,553,2026-08-19T06:34:22Z,0,691,6133,0.8987
warpdotdev/warp,https://github.com/warpdotdev/warp,64341,Rust,2021-07-08T18:48:08Z,5.11,2165,56,2026-08-19T12:39:16Z,0,3832,6981,0.6456
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,64303,CSS,2014-12-05T04:31:17Z,11.7,610,39,2026-08-10T11:01:16Z,9,15,1142,0.987
keras-team/keras,https://github.com/keras-team/keras,64241,Python,2015-03-28T00:35:42Z,11.39,5204,93,2026-08-18T18:47:41Z,0,140,12736,0.9891
tw93/Mole,https://github.com/tw93/Mole,64195,Shell,2025-09-23T06:38:40Z,0.9,335,61,2026-08-17T19:11:17Z,1,5,894,0.9944
scrapy/scrapy,https://github.com/scrapy/scrapy,63959,Python,2010-02-22T02:01:14Z,16.49,2806,52,2026-08-19T12:52:32Z,0,276,3025,0.9164
rust-lang/rustlings,https://github.com/rust-lang/rustlings,63902,Rust,2015-09-15T02:25:18Z,10.93,952,46,2026-08-11T11:46:06Z,8,24,746,0.9688
mem0ai/mem0,https://github.com/mem0ai/mem0,63593,Python,2023-06-20T08:58:36Z,3.16,2512,381,2026-08-18T15:51:45Z,0,258,1843,0.8772
commaai/openpilot,https://github.com/commaai/openpilot,63450,Python,2016-11-24T01:33:30Z,9.73,13300,63,2026-08-19T05:34:24Z,0,79,3223,0.9761
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,63442,C,2011-04-14T14:12:38Z,15.35,0,0,2026-08-19T12:26:06Z,0,0,0,
tldr-pages/tldr,https://github.com/tldr-pages/tldr,63422,Markdown,2013-12-08T07:34:43Z,12.7,19500,6,2026-08-19T10:08:34Z,0,233,1558,0.8699
ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,63365,Python,2026-01-10T06:43:20Z,0.61,671,34,2026-08-17T13:41:19Z,1,38,778,0.9534
socketio/socket.io,https://github.com/socketio/socket.io,63190,TypeScript,2010-03-11T18:24:48Z,16.44,450,98,2026-07-24T14:44:59Z,25,164,3500,0.9552
