repo,url,stars,language,created_at,age_years,merged_pull_requests,total_releases,pushed_at,days_since_update,open_issues,closed_issues,closed_issues_ratio
pandas-dev/pandas,https://github.com/pandas-dev/pandas,49519,Python,2010-08-24T01:37:33Z,15.99,29412,122,2026-08-19T08:16:03Z,0,2609,25870,0.9084
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,49497,,2016-07-07T14:15:27Z,10.11,73,0,2025-04-10T06:11:47Z,496,24,416,0.9455
hashicorp/terraform,https://github.com/hashicorp/terraform,49486,Go,2014-03-13T22:25:48Z,12.43,13649,436,2026-08-19T12:52:24Z,0,1755,19992,0.9193
ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,49398,TypeScript,2025-09-11T10:39:55Z,0.94,1138,58,2026-08-19T11:27:12Z,0,76,429,0.8495
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,49334,C++,2016-06-02T08:28:18Z,10.21,69140,828,2026-08-19T12:56:34Z,0,4979,25424,0.8362
astral-sh/ruff,https://github.com/astral-sh/ruff,49250,Rust,2022-08-09T17:17:44Z,4.02,16014,423,2026-08-19T12:45:35Z,0,1690,6554,0.795
chen08209/FlClash,https://github.com/chen08209/FlClash,49244,Dart,2023-08-15T07:47:22Z,3.01,2,106,2026-08-19T11:05:52Z,0,515,1511,0.7458
Homebrew/brew,https://github.com/Homebrew/brew,49204,Ruby,2016-03-06T05:08:38Z,10.45,15226,509,2026-08-19T10:01:25Z,0,0,5272,1.0
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,49197,C++,2015-04-11T20:48:23Z,11.35,825,6,2026-08-15T11:35:51Z,4,571,2150,0.7902
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,49140,Jupyter Notebook,2018-11-05T03:44:27Z,7.79,147,1,2026-03-04T23:44:21Z,167,18,59,0.7662
apple/container,https://github.com/apple/container,49069,Swift,2025-05-30T21:26:05Z,1.22,731,20,2026-08-18T20:12:07Z,0,296,571,0.6586
JuliaLang/julia,https://github.com/JuliaLang/julia,49018,Julia,2011-04-21T07:01:50Z,15.33,27797,203,2026-08-19T12:09:56Z,0,3623,22509,0.8614
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,48976,JavaScript,2020-04-13T16:17:51Z,6.35,1190,32,2026-08-18T16:15:33Z,0,616,1123,0.6458
calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,48873,Python,2026-03-29T15:23:22Z,0.39,93,0,2026-08-18T15:50:54Z,0,78,49,0.3858
metabase/metabase,https://github.com/metabase/metabase,48830,Clojure,2015-02-02T19:25:47Z,11.54,46013,816,2026-08-19T12:56:22Z,0,3741,21957,0.8544
stablyai/orca,https://github.com/stablyai/orca,48783,TypeScript,2026-03-17T03:28:57Z,0.42,7836,932,2026-08-19T09:30:27Z,0,1984,1940,0.4944
akullpp/awesome-java,https://github.com/akullpp/awesome-java,48783,,2014-07-09T10:12:43Z,12.11,800,0,2026-08-17T00:12:13Z,2,0,145,1.0
tmux/tmux,https://github.com/tmux/tmux,48719,C,2015-06-03T23:32:55Z,11.21,37,44,2026-08-19T10:56:33Z,0,16,4126,0.9961
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48670,JavaScript,2016-05-15T00:27:45Z,10.26,183,0,2024-06-09T06:54:22Z,801,49,77,0.6111
iamkun/dayjs,https://github.com/iamkun/dayjs,48666,JavaScript,2018-04-10T09:26:44Z,8.36,730,129,2026-08-18T04:15:17Z,1,968,880,0.4762
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,48620,,2018-06-04T17:47:48Z,8.21,30,0,2024-10-25T19:57:00Z,662,11,6,0.3529
upscayl/upscayl,https://github.com/upscayl/upscayl,48607,TypeScript,2022-07-30T17:19:20Z,4.05,106,29,2026-08-04T19:20:17Z,14,54,1025,0.95
mudler/LocalAI,https://github.com/mudler/LocalAI,48572,Go,2023-03-18T22:58:02Z,3.42,6718,135,2026-08-19T12:06:13Z,0,91,1513,0.9433
KRTirtho/spotube,https://github.com/KRTirtho/spotube,48494,Dart,2021-02-14T03:17:58Z,5.51,261,44,2026-08-16T09:07:33Z,3,809,1309,0.618
nilbuild/design-patterns-for-humans,https://github.com/nilbuild/design-patterns-for-humans,48461,,2017-02-16T21:24:39Z,9.5,50,0,2024-12-02T04:54:48Z,625,5,47,0.9038
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,48444,TypeScript,2020-07-23T14:33:11Z,6.07,600,0,2026-05-16T14:20:30Z,94,33193,4092,0.1097
Aider-AI/aider,https://github.com/Aider-AI/aider,48324,Python,2023-05-09T18:57:49Z,3.28,288,93,2026-05-22T14:02:20Z,88,1340,3017,0.6924
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,48226,,2016-06-24T15:19:33Z,10.15,343,0,2026-01-26T16:36:45Z,204,16,45,0.7377
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,48202,Java,2013-01-08T20:11:48Z,13.61,3587,267,2026-08-17T08:50:30Z,2,11,3273,0.9967
slidevjs/slidev,https://github.com/slidevjs/slidev,48150,TypeScript,2021-04-24T01:25:23Z,5.32,901,430,2026-08-19T06:22:42Z,0,183,1195,0.8672
moeru-ai/airi,https://github.com/moeru-ai/airi,48086,TypeScript,2024-12-01T16:33:36Z,1.71,1231,81,2026-08-19T10:14:41Z,0,88,450,0.8364
pixijs/pixijs,https://github.com/pixijs/pixijs,48033,TypeScript,2013-01-21T22:40:50Z,13.57,3878,308,2026-08-18T17:36:39Z,0,296,5837,0.9517
hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,47955,Python,2025-12-10T06:54:33Z,0.69,32,22,2026-08-19T03:18:31Z,0,6,118,0.9516
moment/moment,https://github.com/moment/moment,47915,JavaScript,2011-03-01T02:46:06Z,15.47,754,1,2026-08-19T06:57:23Z,0,164,4001,0.9606
router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,47892,Go,2025-07-01T19:43:27Z,1.13,692,817,2026-08-19T11:14:08Z,0,58,2503,0.9774
karan/Projects,https://github.com/karan/Projects,47879,,2013-07-04T13:37:27Z,13.12,19,0,2024-08-14T19:06:05Z,734,59,39,0.398
HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,47802,Python,2026-03-08T13:52:57Z,0.45,187,3,2026-08-13T04:30:15Z,6,52,77,0.5969
calcom/cal.diy,https://github.com/calcom/cal.diy,47799,TypeScript,2021-03-22T13:47:42Z,5.41,13099,611,2026-08-08T17:13:42Z,10,1120,8268,0.8807
microsoft/qlib,https://github.com/microsoft/qlib,47748,Python,2020-08-14T06:46:00Z,6.01,756,23,2026-07-23T08:15:29Z,27,302,769,0.718
gogs/gogs,https://github.com/gogs/gogs,47740,Go,2014-02-12T01:57:08Z,12.51,1958,98,2026-08-06T12:32:28Z,13,940,4269,0.8195
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47707,Python,2015-08-08T20:57:20Z,11.03,89,0,2024-04-18T03:26:59Z,853,69,32,0.3168
bevyengine/bevy,https://github.com/bevyengine/bevy,47701,Rust,2020-01-18T21:13:55Z,6.58,8627,58,2026-08-19T01:41:16Z,0,2826,5802,0.6725
discourse/discourse,https://github.com/discourse/discourse,47674,Ruby,2013-01-12T00:25:55Z,13.6,37216,1,2026-08-19T12:49:16Z,0,0,0,
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,47650,,2015-01-02T00:31:34Z,11.63,628,0,2026-08-16T19:35:44Z,2,20,75,0.7895
prisma/prisma,https://github.com/prisma/prisma,47569,TypeScript,2019-06-20T13:33:47Z,7.16,7053,254,2026-08-19T12:49:59Z,0,2461,9559,0.7953
oobabooga/textgen,https://github.com/oobabooga/textgen,47552,Python,2022-12-21T04:17:37Z,3.66,1273,113,2026-08-17T17:38:16Z,1,802,3397,0.809
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,47507,,2018-12-30T13:56:58Z,7.63,3,0,2025-12-31T18:59:20Z,230,770,196,0.2029
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,47487,Shell,2015-12-26T12:56:33Z,10.65,1627,48,2026-08-17T05:42:12Z,2,37,3664,0.99
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,47415,Java,2018-11-26T10:40:00Z,7.73,133,64,2026-08-14T06:09:59Z,5,18,8475,0.9979
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,47395,,2013-06-22T13:23:55Z,13.16,129,1,2024-05-21T10:56:58Z,820,35,82,0.7009
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,47389,Go,2014-09-20T16:37:28Z,11.91,107,23,2026-04-17T17:58:18Z,123,59,910,0.9391
slab/quill,https://github.com/slab/quill,47305,TypeScript,2012-07-30T23:23:18Z,14.05,382,95,2025-07-25T06:09:23Z,390,578,3270,0.8498
HKUDS/nanobot,https://github.com/HKUDS/nanobot,47171,Python,2026-02-01T07:16:15Z,0.54,1516,19,2026-08-19T12:58:16Z,0,197,1254,0.8642
rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,47168,Python,2026-03-18T18:38:02Z,0.42,185,2,2026-08-10T07:05:52Z,9,33,41,0.5541
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,47100,TypeScript,2018-06-02T04:08:16Z,8.21,387,0,2026-05-29T19:52:44Z,81,0,225,1.0
lysine-dev/okhttp,https://github.com/lysine-dev/okhttp,47051,Kotlin,2012-07-23T13:42:55Z,14.07,4160,0,2026-08-19T12:23:56Z,0,88,4213,0.9795
elder-plinius/CL4R1T4S,https://github.com/elder-plinius/CL4R1T4S,47037,,2025-03-04T20:03:16Z,1.46,0,0,2026-08-15T02:33:56Z,4,71,8,0.1013
gedoor/legado,https://github.com/gedoor/legado,47010,Kotlin,2019-05-22T04:18:58Z,7.24,0,0,2026-05-27T08:41:54Z,84,0,0,
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,46934,Go,2015-09-04T11:42:53Z,10.96,203,247,2026-07-13T03:22:29Z,37,3,2597,0.9988
KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,46934,TypeScript,2025-09-27T01:51:47Z,0.89,125,17,2026-08-19T02:40:33Z,0,15,124,0.8921
serverless/serverless,https://github.com/serverless/serverless,46917,JavaScript,2015-04-21T03:48:40Z,11.33,5142,494,2026-08-12T15:28:21Z,6,1109,5525,0.8328
exo-explore/exo,https://github.com/exo-explore/exo,46884,Python,2024-06-24T18:36:22Z,2.15,770,16,2026-06-23T18:59:18Z,56,190,740,0.7957
multica-ai/multica,https://github.com/multica-ai/multica,46815,Go,2026-01-13T17:59:46Z,0.59,3175,142,2026-08-19T12:21:08Z,0,804,1389,0.6334
kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,46763,,2026-01-02T21:45:11Z,0.62,16,0,2026-06-08T16:12:01Z,71,26,20,0.4348
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46717,JavaScript,2019-12-23T14:07:40Z,6.65,100,0,2025-12-06T11:12:48Z,256,118,62,0.3444
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,46684,Python,2022-03-28T04:01:46Z,4.39,58,31,2025-11-20T14:58:13Z,271,352,518,0.5954
SimplifyJobs/Summer2027-Internships,https://github.com/SimplifyJobs/Summer2027-Internships,46571,Python,2020-05-23T20:53:18Z,6.24,1675,0,2026-08-19T12:31:06Z,0,96,7562,0.9875
zhayujie/CowAgent,https://github.com/zhayujie/CowAgent,46567,Python,2022-08-07T08:33:41Z,4.03,410,80,2026-08-19T11:14:12Z,0,18,2174,0.9918
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,46555,JavaScript,2016-06-07T16:56:31Z,10.2,668,189,2026-08-18T18:33:20Z,0,771,3244,0.808
apache/airflow,https://github.com/apache/airflow,46535,Python,2015-04-13T18:04:58Z,11.35,39693,126,2026-08-19T12:29:43Z,0,1102,13926,0.9267
usebruno/bruno,https://github.com/usebruno/bruno,46407,JavaScript,2022-09-27T20:51:45Z,3.89,2667,171,2026-08-19T11:52:40Z,0,1290,3081,0.7049
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,46378,JavaScript,2017-11-09T02:47:15Z,8.77,175,0,2026-04-12T17:26:10Z,128,41,61,0.598
9001/copyparty,https://github.com/9001/copyparty,46302,Python,2019-05-26T15:28:33Z,7.23,211,346,2026-08-17T22:17:30Z,1,218,783,0.7822
docker/awesome-compose,https://github.com/docker/awesome-compose,46118,HTML,2020-02-13T08:51:42Z,6.51,153,0,2026-08-15T19:45:19Z,3,105,47,0.3092
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46079,,2017-07-22T12:21:03Z,9.08,132,0,2025-08-25T23:17:54Z,358,51,36,0.4138
Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,46047,Python,2026-01-28T19:02:30Z,0.55,317,0,2026-08-19T06:42:55Z,0,236,491,0.6754
iina/iina,https://github.com/iina/iina,46010,Swift,2016-12-19T07:18:45Z,9.66,1016,51,2026-08-19T10:02:00Z,0,1826,2669,0.5938
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,46006,TypeScript,2015-05-19T07:36:09Z,11.25,16916,1000,2026-08-19T12:46:08Z,0,2489,14616,0.8545
jgm/pandoc,https://github.com/jgm/pandoc,45938,Haskell,2010-03-20T20:34:23Z,16.41,1801,158,2026-08-18T22:21:44Z,0,973,7365,0.8833
coqui-ai/TTS,https://github.com/coqui-ai/TTS,45916,Python,2020-05-20T15:45:28Z,6.25,467,98,2024-08-16T12:07:14Z,733,2,1240,0.9984
cli/cli,https://github.com/cli/cli,45888,Go,2019-10-03T15:24:53Z,6.87,3142,200,2026-08-19T11:47:59Z,0,1007,5314,0.8407
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,45885,TypeScript,2020-08-30T09:21:35Z,5.97,952,944,2026-08-19T06:18:35Z,0,75,17490,0.9957
helix-editor/helix,https://github.com/helix-editor/helix,45879,Rust,2020-06-01T04:26:56Z,6.21,4875,30,2026-08-18T23:23:16Z,0,1088,4853,0.8169
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,45809,TypeScript,2018-04-02T14:43:21Z,8.38,13171,0,2026-08-18T13:36:54Z,0,314,6098,0.951
android/architecture-samples,https://github.com/android/architecture-samples,45795,Kotlin,2016-02-05T13:42:07Z,10.53,233,0,2026-08-12T23:40:24Z,6,147,350,0.7042
DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,45795,JavaScript,2024-08-06T06:54:54Z,2.03,214,0,2026-08-15T05:27:08Z,4,2,524,0.9962
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,45780,C++,2017-07-30T02:51:17Z,9.05,79,27,2026-08-19T03:31:54Z,0,1328,741,0.3581
milvus-io/milvus,https://github.com/milvus-io/milvus,45696,Go,2019-09-16T06:43:43Z,6.92,26931,170,2026-08-19T12:49:25Z,0,946,15698,0.9432
google/zx,https://github.com/google/zx,45675,JavaScript,2021-05-05T05:50:01Z,5.29,617,100,2026-08-14T07:30:27Z,5,21,501,0.9598
karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,45636,,2022-08-15T18:59:54Z,4.01,14,0,2026-07-08T00:36:51Z,42,3,21,0.875
QuantumNous/new-api,https://github.com/QuantumNous/new-api,45600,Go,2023-11-10T19:33:36Z,2.77,1283,512,2026-08-19T08:30:13Z,0,711,2625,0.7869
abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,45577,TypeScript,2025-08-02T23:20:31Z,1.04,1253,0,2026-08-19T04:47:10Z,0,260,898,0.7755
streamlit/streamlit,https://github.com/streamlit/streamlit,45573,Python,2019-08-24T00:14:52Z,6.99,8365,0,2026-08-19T12:41:48Z,0,980,5063,0.8378
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,45547,Astro,2013-12-25T02:52:40Z,12.65,1583,0,2026-08-19T11:55:53Z,0,0,2932,1.0
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,45494,JavaScript,2010-09-22T16:57:44Z,15.9,3327,0,2026-08-17T12:53:01Z,2,400,4963,0.9254
jestjs/jest,https://github.com/jestjs/jest,45469,TypeScript,2013-12-10T00:18:04Z,12.69,5962,0,2026-08-19T07:13:08Z,0,137,8078,0.9833
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,45252,CSS,2015-08-19T20:22:52Z,11.0,830,0,2026-08-06T15:54:13Z,12,237,1000,0.8084
grpc/grpc,https://github.com/grpc/grpc,45231,C++,2014-12-08T18:58:53Z,11.69,20864,0,2026-08-19T10:10:10Z,0,664,11354,0.9447
sickn33/agentic-awesome-skills,https://github.com/sickn33/agentic-awesome-skills,45132,Python,2026-01-14T17:48:09Z,0.59,779,0,2026-08-19T06:52:05Z,0,0,162,1.0
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,45044,JavaScript,2017-01-28T09:35:02Z,9.56,399,0,2021-10-19T22:38:47Z,1764,6,553,0.9893
pyenv/pyenv,https://github.com/pyenv/pyenv,45030,Shell,2012-08-31T06:57:52Z,13.97,1113,0,2026-08-16T22:51:28Z,2,52,1856,0.9727
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,44954,TypeScript,2019-02-23T15:08:34Z,7.48,727,0,2026-08-17T08:38:42Z,2,0,441,1.0
MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,44926,Go,2023-02-09T19:16:57Z,3.52,1047,0,2026-08-18T14:06:11Z,0,101,4154,0.9763
coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,44858,JavaScript,2026-01-15T19:45:23Z,0.59,187,0,2026-07-29T05:41:15Z,21,39,132,0.7719
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,44821,TypeScript,2019-03-05T23:47:10Z,7.46,2314,0,2026-08-18T11:54:09Z,1,1,5001,0.9998
meteor/meteor,https://github.com/meteor/meteor,44809,JavaScript,2012-01-19T01:58:17Z,14.58,2929,0,2026-08-19T12:55:25Z,0,219,9111,0.9765
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,44740,JavaScript,2018-05-31T17:17:01Z,8.22,170,0,2026-08-18T07:21:33Z,1,3,110,0.9735
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,44735,Python,2010-02-16T04:10:13Z,16.5,2830,81,2026-08-13T13:50:59Z,5,373,3318,0.8989
DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,44726,Jupyter Notebook,2021-10-21T09:32:50Z,4.83,462,0,2026-06-10T09:34:17Z,70,0,146,1.0
vercel/hyper,https://github.com/vercel/hyper,44695,TypeScript,2016-07-01T06:01:21Z,10.13,3292,88,2026-06-29T11:03:02Z,51,944,2882,0.7533
files-community/Files,https://github.com/files-community/Files,44676,C#,2019-01-04T18:19:14Z,7.62,5764,140,2026-08-19T04:24:53Z,0,445,10901,0.9608
vnpy/vnpy,https://github.com/vnpy/vnpy,44616,Python,2015-03-02T03:36:58Z,11.47,1077,67,2026-08-10T01:07:58Z,9,16,2171,0.9927
getsentry/sentry,https://github.com/getsentry/sentry,44575,Python,2010-08-30T22:06:41Z,15.97,91168,176,2026-08-19T12:57:14Z,0,1773,15475,0.8972
logseq/logseq,https://github.com/logseq/logseq,44507,Clojure,2020-05-23T00:06:06Z,6.24,3400,153,2026-08-19T07:25:35Z,0,865,7349,0.8947
spf13/cobra,https://github.com/spf13/cobra,44464,Go,2013-09-03T20:40:26Z,12.96,631,27,2026-07-11T00:43:07Z,39,254,1001,0.7976
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,44452,Go,2020-01-10T21:04:03Z,6.6,709,79,2026-08-19T11:56:34Z,0,106,337,0.7607
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,44402,Python,2022-02-12T21:56:52Z,4.51,3550,156,2026-08-19T03:03:45Z,0,1,2642,0.9996
NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,44372,JavaScript,2020-07-18T02:41:27Z,6.09,46,11,2026-08-19T12:58:48Z,0,269,497,0.6488
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,44297,TypeScript,2022-01-30T15:25:18Z,4.55,91,23,2026-08-18T17:35:36Z,0,29,260,0.8997
payloadcms/payload,https://github.com/payloadcms/payload,44266,TypeScript,2021-01-05T18:49:45Z,5.62,7704,574,2026-08-19T01:06:30Z,0,415,4330,0.9125
sharkdp/fd,https://github.com/sharkdp/fd,44139,Rust,2017-05-09T21:27:10Z,9.28,775,44,2026-08-11T17:42:55Z,7,129,854,0.8688
janhq/jan,https://github.com/janhq/jan,44053,TypeScript,2023-08-17T02:17:10Z,3.01,3808,104,2026-08-19T09:44:57Z,0,368,3424,0.903
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,44019,JavaScript,2017-08-07T16:36:47Z,9.03,2600,52,2026-08-17T04:30:08Z,2,459,5080,0.9171
streamich/react-use,https://github.com/streamich/react-use,44017,TypeScript,2018-10-27T10:16:05Z,7.81,1534,257,2026-06-10T18:51:23Z,69,367,247,0.4023
Kong/kong,https://github.com/Kong/kong,44002,Lua,2014-11-17T23:56:08Z,11.75,6532,147,2026-08-16T14:44:43Z,2,77,4537,0.9833
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,43990,JavaScript,2018-01-13T19:40:08Z,8.59,356,0,2026-08-13T08:25:31Z,6,11,92,0.8932
babel/babel,https://github.com/babel/babel,43987,TypeScript,2014-09-28T13:38:23Z,11.89,6739,468,2026-08-16T08:21:06Z,3,594,8519,0.9348
zen-browser/desktop,https://github.com/zen-browser/desktop,43979,JavaScript,2024-03-28T00:05:55Z,2.39,1219,185,2026-08-18T23:39:35Z,0,568,9109,0.9413
lysine-dev/retrofit,https://github.com/lysine-dev/retrofit,43933,Java,2010-09-06T21:39:43Z,15.95,1352,4,2026-08-16T23:02:12Z,2,129,2645,0.9535
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,43901,Go,2012-08-02T11:49:35Z,14.05,757,0,2024-05-12T00:47:46Z,829,124,182,0.5948
apache/spark,https://github.com/apache/spark,43839,Scala,2014-02-25T08:00:08Z,12.48,8,0,2026-08-19T10:43:57Z,0,40,58,0.5918
DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,43782,Jupyter Notebook,2023-11-19T19:47:41Z,2.75,181,0,2026-08-03T20:29:57Z,15,25,82,0.7664
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,43733,Jupyter Notebook,2015-11-11T14:21:19Z,10.77,88,0,2024-07-26T19:46:13Z,753,168,71,0.2971
ccxt/ccxt,https://github.com/ccxt/ccxt,43662,Python,2017-05-14T15:41:56Z,9.26,15582,248,2026-08-19T12:28:48Z,0,229,11312,0.9802
ray-project/ray,https://github.com/ray-project/ray,43556,Python,2016-10-25T19:38:30Z,9.81,32148,128,2026-08-19T12:14:07Z,0,2875,20088,0.8748
juspay/hyperswitch,https://github.com/juspay/hyperswitch,43504,Rust,2022-10-17T11:18:28Z,3.84,7591,158,2026-08-19T13:01:16Z,0,1340,2845,0.6798
colinhacks/zod,https://github.com/colinhacks/zod,43491,TypeScript,2020-03-07T20:59:08Z,6.45,1134,205,2026-08-17T20:27:22Z,1,71,3082,0.9775
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,43478,Go,2024-01-03T23:18:31Z,2.62,646,423,2026-08-09T20:55:42Z,9,30,829,0.9651
gradio-app/gradio,https://github.com/gradio-app/gradio,43387,Python,2018-12-19T08:24:04Z,7.67,5725,1000,2026-08-19T04:20:54Z,0,161,6553,0.976
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,43363,C++,2019-07-14T08:45:45Z,7.1,78,0,2026-05-16T06:05:14Z,95,8,223,0.9654
ziglang/zig,https://github.com/ziglang/zig,43317,Zig,2015-08-06T00:51:28Z,11.04,9540,21,2025-11-27T01:42:59Z,265,2733,10789,0.7979
alex/what-happens-when,https://github.com/alex/what-happens-when,43293,,2013-11-07T04:30:06Z,12.78,108,0,2024-08-19T13:02:25Z,730,246,54,0.18
Unitech/pm2,https://github.com/Unitech/pm2,43268,JavaScript,2013-05-21T03:25:25Z,13.25,558,138,2026-07-02T10:09:15Z,48,1019,4128,0.802
HeyPuter/puter,https://github.com/HeyPuter/puter,43106,TypeScript,2024-03-03T01:44:32Z,2.46,2025,22,2026-08-19T12:45:27Z,0,9,1215,0.9926
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,43096,,2019-06-23T00:49:35Z,7.16,0,54,2026-07-06T04:01:22Z,44,173,32,0.1561
FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,43066,Rust,2021-10-31T22:33:54Z,4.8,915,121,2026-06-29T14:14:40Z,50,50,613,0.9246
mifi/lossless-cut,https://github.com/mifi/lossless-cut,43035,TypeScript,2016-10-30T10:49:56Z,9.8,266,106,2026-08-14T22:07:25Z,4,282,1639,0.8532
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,43028,TypeScript,2021-09-03T18:11:03Z,4.96,1979,156,2026-03-27T18:21:29Z,144,57,1400,0.9609
Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,43010,Python,2026-02-26T06:31:01Z,0.48,408,40,2026-08-19T12:12:35Z,0,21,292,0.9329
juanfont/headscale,https://github.com/juanfont/headscale,43001,Go,2020-06-21T09:21:05Z,6.16,1349,140,2026-07-30T10:20:13Z,20,85,1254,0.9365
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,42961,Python,2020-01-23T18:35:18Z,6.57,3168,115,2026-08-19T07:08:53Z,0,1168,2201,0.6533
faif/python-patterns,https://github.com/faif/python-patterns,42932,Python,2012-06-06T21:02:35Z,14.2,293,0,2026-08-13T09:08:33Z,6,9,88,0.9072
curl/curl,https://github.com/curl/curl,42638,C,2010-03-18T22:32:22Z,16.42,211,97,2026-08-19T12:55:39Z,0,6,5543,0.9989
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,42596,,2014-07-22T20:35:09Z,12.07,227,0,2026-07-23T20:48:50Z,26,14,59,0.8082
mingrammer/diagrams,https://github.com/mingrammer/diagrams,42523,Python,2020-02-02T15:23:24Z,6.54,360,46,2026-08-16T12:09:29Z,3,315,231,0.4231
apachecn/ailearning,https://github.com/apachecn/ailearning,42463,Python,2017-02-25T08:53:02Z,9.48,478,2,2024-11-12T16:21:55Z,644,4,114,0.9661
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,42416,Swift,2014-07-31T05:56:19Z,12.05,674,106,2026-08-03T01:00:57Z,16,31,2788,0.989
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,42224,TypeScript,2023-02-12T01:06:52Z,3.52,4119,94,2026-08-19T08:34:21Z,0,366,4521,0.9251
imputnet/cobalt,https://github.com/imputnet/cobalt,42141,Svelte,2022-07-08T18:12:55Z,4.11,252,0,2026-04-06T11:59:56Z,135,226,805,0.7808
saadeghi/daisyui,https://github.com/saadeghi/daisyui,42123,JavaScript,2020-11-28T22:57:27Z,5.72,608,228,2026-08-19T01:05:46Z,0,15,2186,0.9932
